master_name,master_file_path,created_by_proc_name,created_by_proc_path,used_in_proc_name,used_in_proc_path
TRAX_LOCATION_BIN_MASTER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_location_bin_master.mas,,,,
TRAX_LOCATION_MASTER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_location_master.mas,,,,
TRAX_LOCATION_SITE_CAPACITY,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_location_site_capacity.mas,,,,
TRAX_NOTE_PAD,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_note_pad.mas,,,,
TRAX_ORDER_AWB,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_order_awb.mas,,,,
TRAX_ORDER_CONTROL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_order_control.mas,,,,
TRAX_ORDER_DETAIL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_order_detail.mas,,,,
TRAX_ORDER_HEADER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_order_header.mas,,,,
TRAX_ORDER_INVOICE,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_order_invoice.mas,,,,
TRAX_ORDER_INVOICE_HEADER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_order_invoice_header.mas,,,,
TRAX_ORDER_RECEIVING_DISCREPANCY,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_order_receiving_discrepancy.mas,,,,
TRAX_PACKING_SHIPPING_DETAIL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_packing_shipping_detail.mas,,,,
TRAX_PACKING_SHIPPING_HEADER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_packing_shipping_header.mas,,,,
TRAX_PICKLIST_DISTRIBUTION,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_picklist_distribution.mas,,,,
TRAX_PICKLIST_HEADER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_picklist_header.mas,,,,
TRAX_PLANNING,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_planning.mas,,,,
TRAX_PN_CONTROL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_control.mas,,,,
TRAX_PN_EFFECTIVITY_DISTRIBUTION,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_effectivity_distribution.mas,,,,
TRAX_PN_EFFECTIVITY_HEADER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_effectivity_header.mas,,,,
TRAX_PN_FINANCIAL_CLOSING,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_financial_closing.mas,,,,
TRAX_PN_INTERCHANGEABLE,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_interchangeable.mas,,,,
TRAX_PN_INTERCHG_ONE_WAY,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_interchg_one_way.mas,,,,
TRAX_PN_INVENTORY_CONTROL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_inventory_control.mas,,,,
TRAX_PN_INVENTORY_CONTROL_AUDIT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_inventory_control_audit.mas,,,,
TRAX_PN_INVENTORY_CONTROL_PRORATED,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_inventory_control_prorated.mas,,,,
TRAX_PN_INVENTORY_DETAIL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_inventory_detail.mas,,,,
TRAX_PN_INVENTORY_DETAIL_AUDIT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_inventory_detail_audit.mas,,,,
TRAX_PN_INVENTORY_HISTORY,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_inventory_history.mas,,,,
TRAX_PN_INVENTORY_LEVEL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_inventory_level.mas,,,,
TRAX_PN_INVENTORY_TIMES_ACCRUAL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_inventory_times_accrual.mas,,,,
TRAX_PN_INVENTORY_WARRANTY,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_inventory_warranty.mas,,,,
TRAX_PN_LOCATION_BIN_CONTROL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_location_bin_control.mas,,,,
TRAX_PN_MANUAL_CONTROL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_manual_control.mas,,,,
TRAX_PN_MASTER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_master.mas,,,,
TRAX_PN_MASTER_FACTOR,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_master_factor.mas,,,,
TRAX_PN_NEXT_LOWER_ASSEMBLY,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_next_lower_assembly.mas,,,,
TRAX_PN_POOL_MASTER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_pool_master.mas,,,,
TRAX_PN_POSITION_DISTRIBUTION,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_position_distribution.mas,,,,
TRAX_PN_POSITION_HEADER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_position_header.mas,,,,
TRAX_PN_TIME_ADJUSTMENT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_time_adjustment.mas,,,,
TRAX_PN_VENDOR_PRICE,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_pn_vendor_price.mas,,,,
TRAX_RECURRENT_ITEMS,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_recurrent_items.mas,,,,
TRAX_RELATION_MASTER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_relation_master.mas,,,,
TRAX_RELATION_MASTER_AUDIT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_relation_master_audit.mas,,,,
TRAX_RELATION_MASTER_MESSAGES,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_relation_master_messages.mas,,,,
TRAX_REQUISITION_DETAIL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_requisition_detail.mas,,,,
TRAX_REQUISITION_DETAIL_AUDIT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_requisition_detail_audit.mas,,,,
TRAX_REQUISITION_HEADER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_requisition_header.mas,,,,
TRAX_REQUISITION_HEADER_AUDIT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_requisition_header_audit.mas,,,,
TRAX_REQUISITION_ORDER_DISTR,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_requisition_order_distr.mas,,,,
TRAX_REQUISITION_QUOTE,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_requisition_quote.mas,,,,
TRAX_REQUISITION_QUOTE_DISTRIBUTION,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_requisition_quote_distribution.mas,,,,
TRAX_REQUISITION_QUOTE_HEADER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_requisition_quote_header.mas,,,,
TRAX_REQUISITION_USAGE_HISTORY,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_requisition_usage_history.mas,,,,
TRAX_SECURITY_HEADER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_security_header.mas,,,,
TRAX_SPEC2000_RELATIONS,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_spec2000_relations.mas,,,,
TRAX_SYSTEM_TRAN_CODE,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_system_tran_code.mas,,,,
TRAX_SYSTEM_TRAN_CONFIG,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_system_tran_config.mas,,,,
TRAX_TASK_CARD,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_task_card.mas,,,,
TRAX_TASK_CARD_EFFECTIVITY,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_task_card_effectivity.mas,,,,
TRAX_TASK_CARD_ITEM_DISTRI_EFF,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_task_card_item_distri_eff.mas,,,,
TRAX_TASK_CARD_PN,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_task_card_pn.mas,,,,
TRAX_UOM_CONVERSION,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_uom_conversion.mas,,,,
TRAX_WO,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo.mas,,,,
TRAX_WORK_TURNOVER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_work_turnover.mas,,,,
TRAX_WORK_TURNOVER_DETAIL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_work_turnover_detail.mas,,,,
TRAX_WO_ACTUALS,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_actuals.mas,,,,
TRAX_WO_ACTUALS_OVERRIDE,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_actuals_override.mas,,,,
TRAX_WO_AUDIT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_audit.mas,,,,
TRAX_WO_AVMS_COMPLETION,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_avms_completion.mas,,,,
TRAX_WO_AVMS_EXPORTS,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_avms_exports.mas,,,,
TRAX_WO_BID_DETAIL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_bid_detail.mas,,,,
TRAX_WO_BID_DISTRIBUTION,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_bid_distribution.mas,,,,
TRAX_WO_BID_HEADER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_bid_header.mas,,,,
TRAX_WO_ENGINEERING_ORDER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_engineering_order.mas,,,,
TRAX_WO_ENGINEERING_ORDER_ADUIT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_engineering_order_aduit.mas,,,,
TRAX_WO_PRINTS,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_prints.mas,,,,
TRAX_WO_SHOP_DETAIL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_shop_detail.mas,,,,
TRAX_WO_SHOP_DETAIL_NLA,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_shop_detail_nla.mas,,,,
TRAX_WO_SHOP_PN_AUDIT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_shop_pn_audit.mas,,,,
TRAX_WO_TASK_CARD,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_task_card.mas,,,,
TRAX_WO_TASK_CARD_ADUIT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_task_card_aduit.mas,,,,
TRAX_WO_TASK_CARD_CONTROL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_task_card_control.mas,,,,
TRAX_WO_TASK_CARD_CONTROL_ADUIT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_task_card_control_aduit.mas,,,,
TRAX_WO_TASK_CARD_CONTROL_EO,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_task_card_control_eo.mas,,,,
TRAX_WO_TASK_CARD_CONTROL_EXCLUSION,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_task_card_control_exclusion.mas,,,,
TRAX_WO_TASK_CARD_COST,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_task_card_cost.mas,,,,
TRAX_WO_TASK_CARD_EXECUTION,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_task_card_execution.mas,,,,
TRAX_WO_TASK_CARD_ITEM,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_task_card_item.mas,,,,
TRAX_WO_TASK_CARD_ITEM_ADUIT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_task_card_item_aduit.mas,,,,
TRAX_WO_TASK_CARD_ITEM_WRK_ACMPLSHD,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_task_card_item_wrk_acmplshd.mas,,,,
TRAX_WO_TASK_CARD_PN,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_task_card_pn.mas,,,,
TRAX_WO_TASK_CARD_PN_ADUIT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_task_card_pn_aduit.mas,,,,
TRAX_WO_TASK_CARD_SURVEY,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_task_card_survey.mas,,,,
TRAX_WO_TASK_CARD_TRAXDOC_REF,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_task_card_traxdoc_ref.mas,,,,
TRAX_WO_TASK_CARD_WORK_IN_PROGRESS,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_task_card_work_in_progress.mas,,,,
TRAX_WO_TASK_CARD_WRK_ACMPLSHD,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_task_card_wrk_acmplshd.mas,,,,
TRAX_WO_TASK_DISCREPANCY,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_task_discrepancy.mas,,,,
TRAX_WO_TC_OEW,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_tc_oew.mas,,,,
TRAX_WO_TRANSACTION_PROC,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax\trax_wo_transaction_proc.mas,,,,
CAPACITY_PLANNING_RAW_DATA,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\1bak_capacity_planning_raw_data.mas,,,,
EC_RESTRICTED,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\ec_restricted.mas,,,,
EMPLOYEE_DEPT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\employee_dept.mas,,,,
FLEET_FILE,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\fleet_file.mas,,,,
HANGER_CAPACITY,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\hanger_capacity.mas,,,,
LDAP_DEPT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\ldap_dept.mas,,,,
MANHOURS,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\manhours.mas,,,,
PEDW_LEG_MTC_PN_SNAPSHOT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\pedw_leg_mtc_pn_snapshot.mas,,,,
SNAPSHOT_ACCURACY_RO,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\snapshot_accuracy_ro.mas,,,,
SNAPSHOT_INVENTORY_1930,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\snapshot_inventory_1930.mas,,,,
SNAPSHOT_MANHOURS,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\snapshot_manhours.mas,,,,
SNAPSHOT_STOCKOUT_0700,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\snapshot_stockout_0700.mas,,,,
TRAX_AC_ACTUAL_FLIGHTS,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_ac_actual_flights.mas,,,,
TRAX_AC_CONTROLLER_PANEL_AC,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_ac_controller_panel_ac.mas,,,,
TRAX_AC_CONTROLLER_PANEL_ALERT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_ac_controller_panel_alert.mas,,,,
TRAX_AC_CONTROLLER_PANEL_DETAIL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_ac_controller_panel_detail.mas,,,,
TRAX_AC_CONTROLLER_PANEL_FILTER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_ac_controller_panel_filter.mas,,,,
TRAX_AC_CONTROLLER_PANEL_HEADER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_ac_controller_panel_header.mas,,,,
TRAX_AC_CONTROLLER_PANEL_REMINDER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_ac_controller_panel_reminder.mas,,,,
TRAX_AC_MASTER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_ac_master.mas,,,,
TRAX_AC_PN_TRANSACTION_CONTROL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_ac_pn_transaction_control.mas,,,,
TRAX_AC_PN_TRANSACTION_HISTORY,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_ac_pn_transaction_history.mas,,,,
TRAX_AC_TYPE_SERIES_MASTER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_ac_type_series_master.mas,,,,
TRAX_ATA_CHAPTER_SECTION_PARAGRAPH,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_ata_chapter_section_paragraph.mas,,,,
TRAX_BLOB_TABLE,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_blob_table.mas,,,,
TRAX_CONTACT_CONTROL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_contact_control.mas,,,,
TRAX_DEFECT_MEL_EFFECTIVITY,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_mel_effectivity.mas,,,,
TRAX_DEFECT_MEL_EFFECTIVITY_REV,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_mel_effectivity_rev.mas,,,,
TRAX_DEFECT_MEL_MASTER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_mel_master.mas,,,,
TRAX_DEFECT_MEL_MASTER_AUDIT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_mel_master_audit.mas,,,,
TRAX_DEFECT_MEL_MASTER_CONFLICT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_mel_master_conflict.mas,,,,
TRAX_DEFECT_MEL_MASTER_CONFLICT_REV,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_mel_master_conflict_rev.mas,,,,
TRAX_DEFECT_MEL_MASTER_ITEMS,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_mel_master_items.mas,,,,
TRAX_DEFECT_MEL_MASTER_ITEMS_REV,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_mel_master_items_rev.mas,,,,
TRAX_DEFECT_MEL_MASTER_REV,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_mel_master_rev.mas,,,,
TRAX_DEFECT_MEL_MASTER_REV_AUDIT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_mel_master_rev_audit.mas,,,,
TRAX_DEFECT_REPORT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_report.mas,,,,
TRAX_DEFECT_REPORT_AUDIT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_report_audit.mas,,,,
TRAX_DEFECT_REPORT_AUDIT_HD,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_report_audit_hd.mas,,,,
TRAX_DEFECT_REPORT_DAMAGE_CHART,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_report_damage_chart.mas,,,,
TRAX_DEFECT_REPORT_DEFER_HISTORY,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_report_defer_history.mas,,,,
TRAX_DEFECT_REPORT_DELAY,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_report_delay.mas,,,,
TRAX_DEFECT_REPORT_DELAY_AUDIT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_report_delay_audit.mas,,,,
TRAX_DEFECT_REPORT_DELAY_HD,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_report_delay_hd.mas,,,,
TRAX_DEFECT_REPORT_FAULT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_report_fault.mas,,,,
TRAX_DEFECT_REPORT_FAULT_AUDIT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_report_fault_audit.mas,,,,
TRAX_DEFECT_REPORT_FAULT_HD,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_report_fault_hd.mas,,,,
TRAX_DEFECT_REPORT_HD,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_report_hd.mas,,,,
TRAX_DEFECT_REPORT_PN,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_report_pn.mas,,,,
TRAX_DEFECT_REPORT_PN_AUDIT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_report_pn_audit.mas,,,,
TRAX_DEFECT_REPORT_PN_HD,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_report_pn_hd.mas,,,,
TRAX_DEFECT_REPORT_TROUBLE_SHOOTING,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_report_trouble_shooting.mas,,,,
TRAX_DEFECT_REPORT_TROUBLE_SHOOT_HD,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_report_trouble_shoot_hd.mas,,,,
TRAX_DEFECT_REPORT_TROUBLE_SH_AUDIT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_defect_report_trouble_sh_audit.mas,,,,
TRAX_EMPLOYEE_AUTHORIZATION,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_employee_authorization.mas,,,,
TRAX_EMPLOYEE_AUTHORIZATION_APV,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_employee_authorization_apv.mas,,,,
TRAX_EMPLOYEE_AUTH_PRE_REQ,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_employee_auth_pre_req.mas,,,,
TRAX_EMPLOYEE_CONTROL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_employee_control.mas,,,,
TRAX_EMPLOYEE_SKILL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_employee_skill.mas,,,,
TRAX_ENGINEERING_AUTHORIZATION_UPD,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_engineering_authorization_upd.mas,,,,
TRAX_ENGINEERING_COMPLIANCE,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_engineering_compliance.mas,,,,
TRAX_ENGINEERING_CONTROL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_engineering_control.mas,,,,
TRAX_ENGINEERING_CONTROL_RANGE,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_engineering_control_range.mas,,,,
TRAX_ENGINEERING_DOCUMENT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_engineering_document.mas,,,,
TRAX_ENGINEERING_EFFECTIVITY,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_engineering_effectivity.mas,,,,
TRAX_ENGINEERING_ORDER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_engineering_order.mas,,,,
TRAX_ENGINEERING_ORDER_RV,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_engineering_order_rv.mas,,,,
TRAX_ENGINEERING_SCHEDULE_CONTROL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_engineering_schedule_control.mas,,,,
TRAX_ENGINEERING_TASK_CARD_CONTROL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_engineering_task_card_control.mas,,,,
TRAX_FIXED_ASSET_DEPRECIATION,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_fixed_asset_depreciation.mas,,,,
TRAX_FIXED_ASSET_REGISTRY,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_fixed_asset_registry.mas,,,,
TRAX_FLIGHT_SCHEDULE,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_flight_schedule.mas,,,,
TRAX_GL_ACCOUNTS,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_gl_accounts.mas,,,,
TRAX_IFACE_INST_UNITS_DETAIL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_iface_inst_units_detail.mas,,,,
TRAX_IFACE_INST_UNITS_HEADER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_iface_inst_units_header.mas,,,,
TRAX_INTEG_AC_ACTUAL_FLIGHTS,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_integ_ac_actual_flights.mas,,,,
TRAX_INTEG_AC_CONTROLLER_PANEL_AC,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_integ_ac_controller_panel_ac.mas,,,,
TRAX_INTEG_AC_CONTROLLER_PANEL_ALERT,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_integ_ac_controller_panel_alert.mas,,,,
TRAX_INTEG_AC_CONTROLLER_PANEL_DETAIL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_integ_ac_controller_panel_detail.mas,,,,
TRAX_INTEG_AC_CONTROLLER_PANEL_FILTER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_integ_ac_controller_panel_filter.mas,,,,
TRAX_INTEG_AC_CONTROLLER_PANEL_HEADER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_integ_ac_controller_panel_header.mas,,,,
TRAX_INTEG_AC_CONTROLLER_PANEL_REMINDER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_integ_ac_controller_panel_reminder.mas,,,,
TRAX_INTEG_AC_MASTER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_integ_ac_master.mas,,,,
TRAX_INTEG_AC_PN_TRANSACTION_CONTROL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_integ_ac_pn_transaction_control.mas,,,,
TRAX_INTEG_AC_PN_TRANSACTION_HISTORY,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_integ_ac_pn_transaction_history.mas,,,,
TRAX_INTEG_AC_TYPE_SERIES_MASTER,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_integ_ac_type_series_master.mas,,,,
TRAX_INTEG_ATA_CHAPTER_SECTION_PARAGRAPH,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_integ_ata_chapter_section_paragraph.mas,,,,
TRAX_INTEG_CONTACT_CONTROL,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_integ_contact_control.mas,,,,
TRAX_INTEG_DEFECT_MEL_EFFECTIVITY,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_integ_defect_mel_effectivity.mas,,,,
TRAX_INTEG_DEFECT_MEL_EFFECTIVITY_REV,output\EDA\EDASERVE\ops_analytics\data\master\acm\trax_back\trax_integ_defect_mel_effectivity_rev.mas,,,,
